accuracy,precision,recall,f1_score
0.9527805604029296,0.9555964554078095,0.9550224887556222,0.9551993795855608
0.951156929392972,0.9579520872373245,0.9580209895052474,0.9579803053148348
0.9502874786790749,0.9565114788223136,0.9565217391304348,0.956516512091944
0.9503451138879933,0.959395031254807,0.95952023988006,0.9593747469120518
0.9423951469923446,0.951852223054996,0.952023988005997,0.9518820524131695
0.9416380951912136,0.9524516133809782,0.952623688155922,0.9524107015631347
0.9503422423829226,0.955719050631812,0.9556221889055472,0.9556644515148369
0.9482718872269711,0.9541825471416042,0.9541229385307346,0.9541503350621919
0.9412490062541381,0.9509444166051846,0.9511244377811094,0.9509736527924303
0.9519687448979508,0.9566881150911825,0.9565217391304348,0.9565886550157311
